,level_1_description,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,eo_description,teh_mesto,level_upper,sap_operation_status,operation_start_date,operation_finish_date
36552,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005146,38,Машина многоцел МКСМ,Машина многоцел МКСМ-1000Н №3901,11-RUD-CGTR-SETT-UDST-LF02,11-RUD-CGTR-SETT-UDST-LIFT,СИНХ,2018-09-12,2028-09-30
36580,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960003608,43,Погрузчик фронтальный 994K,Погрузчик фронтальный 994K №3503,11-RUD-CGTR-SETT-UCTT-LF11,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2018-11-03,2026-11-30
36594,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3505,11-RUD-CGTR-SETT-UCTT-LF12,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2018-10-30,2028-11-30
36628,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005152,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №3517,11-RUD-CGTR-SETT-UCTT-LF30,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2019-05-31,2029-06-30
36639,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960000959,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №502,11-RUD-CGTR-SETT-UCTT-LF25,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2015-10-17,2025-10-31
36648,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960003696,47,Погрузчик фронтальный WA430-6,Погрузчик фронтальный WA430-6 №3509,11-RUD-CGTR-SETT-UCTT-LF15,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2019-07-10,2029-07-31
36655,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005148,45,Погрузчик фронтальный HL780-9S,Погрузчик фронтальный HL780-9S №3508,11-RUD-CGTR-SETT-UCTT-LF14,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2019-11-01,2029-11-30
36664,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960003696,47,Погрузчик фронтальный WA430-6,Погрузчик фронтальный WA430-6 №3510,11-RUD-CGTR-SETT-UCTT-LF16,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2020-09-30,2030-09-30
36673,Полюс Вернинское,E17_11,Погрузчики фронтальные,960011418,50,Погрузчик фронтальный WA500-6,Погрузчик фронтальный WA500-6 №1313,03-RUD-EKSK-VOBR-LF10,03-RUD-EKSK-VOBR-LIFT,,2021-10-30,2030-01-01
36683,Полюс Вернинское,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик WA600-6 №1305,03-RUD-EKSK-VOBR-LF11,03-RUD-EKSK-VOBR-LIFT,,2021-01-01,2030-01-01
36919,Полюс Вернинское,E17_11,Погрузчики фронтальные,960003882,38,Машина многоцел МКСМ,Машина многоцел МКСМ-1200А-1 №2619,03-UTS-PGPM-LF01,03-UTS-PGPM,,2020-09-01,2030-01-01
37019,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005150,48,Погрузчик фронтальный WA470-6,Погрузчик фронтальный WA470-6А №3512,11-RUD-CGTR-SETT-UCTT-LF18,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2021-02-04,2031-02-28
37028,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3513,11-RUD-CGTR-SETT-UCTT-LF19,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2021-02-12,2031-02-28
37037,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3507,11-RUD-CGTR-SETT-UCTT-LF13,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2021-03-10,2031-03-31
37046,Олимпиадинский ГОК,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3514,11-RUD-CGTR-SETT-UCTT-LF20,11-RUD-CGTR-SETT-UCTT-LIFT,СИНХ,2021-10-11,2031-10-31
37055,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000951,40,Погрузчик фронтальный 980H,Погрузчик фронтальный 980H №1303,03-RUD-EKSK-VOBR-LF03,03-RUD-EKSK-VOBR-LIFT,,2009-02-03,2030-01-01
37067,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000952,41,Погрузчик фронтальный 992K,Погрузчик фронтальный 992K №1304,03-RUD-EKSK-OOBR-LF01,03-RUD-EKSK-OOBR-LIFT,,2012-07-30,2030-01-01
37079,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000950,39,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №TAL02169,03-RUD-EKSK-VOBR-LF01,03-RUD-EKSK-VOBR-LIFT,,2012-10-31,2030-01-01
37088,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000950,39,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №TAL02749,03-RUD-EKSK-VOBR-LF02,03-RUD-EKSK-VOBR-LIFT,,2013-08-25,2030-01-01
37097,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000959,48,Погрузчик фронтальный WA470-6,Погрузчик фронтальный WA500-3 №1308,03-RUD-EKSK-VOBR-LF04,03-RUD-EKSK-VOBR-LIFT,,2014-04-30,2030-01-01
37106,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000959,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1309,03-RUD-EKSK-VOBR-LF05,03-RUD-EKSK-VOBR-LIFT,,2014-04-30,2030-01-01
37848,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000959,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1310,03-RUD-EKSK-VOBR-LF06,03-RUD-EKSK-VOBR-LIFT,,2014-05-28,2030-01-01
38763,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000959,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1311,03-RUD-EKSK-VOBR-LF07,03-RUD-EKSK-VOBR-LIFT,,2014-07-02,2030-01-01
38773,Полюс Вернинское,E17_11,Погрузчики фронтальные,960000959,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1312,03-RUD-EKSK-VOBR-LF08,03-RUD-EKSK-VOBR-LIFT,,2014-09-20,2030-01-01
38782,Полюс Магадан,E17_11,Погрузчики фронтальные,960011950,58,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №2,05-KAR-UOGR-PF03,05-KAR-UOGR-PGFR,,2012-08-31,2022-08-31
38791,Полюс Магадан,E17_11,Погрузчики фронтальные,960000950,39,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №1,05-KAR-SGMT-URKO-PF01,05-KAR-SGMT-URKO-PGFR,,2013-03-31,2030-01-01
38800,Полюс Магадан,E17_11,Погрузчики фронтальные,960011950,58,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №5,05-KAR-UOGR-PF06,05-KAR-UOGR-PGFR,,2013-04-30,2023-04-30
38809,Полюс Магадан,E17_11,Погрузчики фронтальные,960011950,58,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №6,05-KAR-UOGR-PF07,05-KAR-UOGR-PGFR,,2013-06-30,2023-06-30
